JKL,ATC ,INN,Zašti?eno ime leka,FO,Pakovanje i ja?ina  leka,Naziv proizvo?a?a leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
9087565,N02AB03,fentanil,DUROGESIC,transdermalni flaster,"5 po 25 mcg/h ( 5 po 4,2 mg )",Janssen Pharmaceutica N.V.,Belgija,727.50,"1,2 mg",41.57,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087566,N02AB03,fentanil,DUROGESIC,transdermalni flaster,"5 po 50 mcg/h ( 5 po 8,4 mg )",Janssen Pharmaceutica N.V.,Belgija,"1,455.00","1,2 mg",41.57,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087568,N02AB03,fentanil,DUROGESIC,transdermalni flaster,"kesica, 5 po 75 mcg/h (5 po 12,6 mg)",Janssen Pharmaceutica N.V. ,Belgija,"2,468.50","1,2 mg",47.02,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087567,N02AB03,fentanil,DUROGESIC,transdermalni flaster,"5 po 100 mcg/h ( 5 po 16,8 mg )",Janssen Pharmaceutica N.V.,Belgija,"2,438.20","1,2 mg",34.83,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087201,N02AB03,fentanil,VICTANYL,transdermalni flaster,"kesica, 5 po 25 mcg/h (5 po 4,125 mg/7,5 cm²)","Actavis Group PTC EHF;
Merckle GMBH","Island;
Nema?ka",727.50,"1,2 mg",42.33,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087202,N02AB03,fentanil,VICTANYL,transdermalni flaster,"kesica, 5 po 50 mcg/h (5 po 8,25 mg/15 cm²)","Actavis Group PTC EHF;
Merckle GMBH","Island;
Nema?ka","1,455.00","1,2 mg",42.33,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087203,N02AB03,fentanil,VICTANYL,transdermalni flaster,"kesica, 5 po 75 mcg/h (5 po 12,375 mg/22,5 cm²)","Actavis Group PTC EHF;
Merckle GMBH","Island;
Nema?ka","2,468.50","1,2 mg",47.87,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
9087200,N02AB03,fentanil,VICTANYL,transdermalni flaster,"kesica, 5 po 100 mcg/h (5 po 16,5 mg/30 cm²)","Actavis Group PTC EHF;
Merckle GMBH","Island;
Nema?ka","2,438.20","1,2 mg",35.46,50.00," 1. Za le?enje hroni?nog, umereno jakog do jakog  kancerskog bola na tzv. tre?oj analgeti?koj stepenici ( C00-C97 )
   (ne sme se koristiti u akutnim pogoršanjima hroni?nog kancerskog bola), i to:
  - kao opioid druge linije kod bolesnika kod kojih su se u toku le?enja oralnim morfinom razvila neželjena dejstva koja se teško kontrolišu 
    i nisu prihvatljiva za bolesnika;
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje onemogu?avaju oralnu primenu morfina 
    (?esto povra?anje, kompletna mehani?ka opstrukcija creva, disfagija);
  -kao opioid prve linije kod bolesnika sa simptomima i komplikacijama maligne bolesti koje spre?avaju primenu morfina 
    i otežavaju njegovo titriranje do optimalne doze ( mu?nina, povra?anje, opstipacija,nekompletna mehani?ka opstrukcija creva);
  -kao opioid prve linije kod bolesnika sa ošte?enjem bubrežne funkcije. ",Pri primeni transdermalnog flastera sa fentanilom za kontrolu proboja bola povremeno je neophodna terapija lekovima sa sadržajem morfina koji se brzo osloba?a.
1087530,N02AX02,tramadol,TRODON,"kapsula, tvrda"," blister, 20 po 50 mg",Hemofarm a.d.,Republika Srbija,183.20,"0,3 g",54.96,50.00,,
1087650,N02AX02,tramadol,TRAMAFORT,tableta sa produženim osloba?anjem,"blister, 20 po 100 mg",PharmaSwiss d.o.o.,Republika Srbija,326.90,"0,3 g",49.04,50.00,,
1087651,N02AX02,tramadol,TRAMAFORT,tableta sa produženim osloba?anjem,"blister, 20 po 150 mg",PharmaSwiss d.o.o.,Republika Srbija,469.70,"0,3 g",46.97,50.00,,
1087553,N02AX02,tramadol,TRODON,tableta sa produženim osloba?anjem,"blister, 10 po 100 mg",Hemofarm a.d.,Republika Srbija,163.50,"0,3 g",49.05,50.00,,
1087456,N02AX06,tapentadol,PALEXIA SR,tableta sa produženim osloba?anjem,"blister, 30 po 50 mg",Grunenthal GmbH,Nema?ka,"1,841.70","0,4 g",491.12,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,Lek se uvodi u terapiju na osnovu mišljenja lekara onkologa ili neurologa ili anesteziologa ili subspecijaliste za terapiju bola zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite ili u centrima za bol.
1087457,N02AX06,tapentadol,PALEXIA SR,tableta sa produženim osloba?anjem,"blister, 30 po 100 mg",Grunenthal GmbH,Nema?ka,"3,631.70","0,4 g",484.23,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,Lek se uvodi u terapiju na osnovu mišljenja lekara onkologa ili neurologa ili anesteziologa ili subspecijaliste za terapiju bola zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite ili u centrima za bol.
1087458,N02AX06,tapentadol,PALEXIA SR,tableta sa produženim osloba?anjem,"blister, 30 po 150 mg",Grunenthal GmbH,Nema?ka,"4,686.10","0,4 g",416.54,50.00,Za le?enje umereno jakog do jakog hroni?nog bola ( ? 5 na NRS od 0-10) kod bolesnika sa malignim oboljenjem. ,Lek se uvodi u terapiju na osnovu mišljenja lekara onkologa ili neurologa ili anesteziologa ili subspecijaliste za terapiju bola zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite ili u centrima za bol.
3086695,N02BE01,paracetamol,PARACETAMOL,sirup,"boca staklena, 1 po 100 ml (120 mg/5 ml)",Galenika a.d.,Republika Srbija,127.80,3 g,159.75,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
3086742,N02BE01,paracetamol,PANATERM,sirup,"bo?ica plasti?na, 1 po 125 ml (120 mg/5 ml)",Sopharma AD,Bugarska,159.70,3 g,159.70,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
1084210,N03AA02,fenobarbital (fenobarbiton),PHENOBARBITON ,tableta,"blister, 30 po 15 mg",Hemofarm a.d.,Republika Srbija,75.60,"0,1 g",16.80,50.00,,
1084521,N03AA02,fenobarbital (fenobarbiton),PHENOBARBITON ,tableta,"blister, 30 po 100 mg",Hemofarm a.d.,Republika Srbija,168.40,"0,1 g",5.61,50.00,,
3084513,N03AD01,etosuksimid,SUXINUTIN,sirup,"bo?ica od tamnog stakla, 1 po 200 ml (250 mg/5 ml)",Famar Orleans,Francuska,379.90,"1,25 g",47.49,50.00,   1. Epilepsija  (G40-G41). ,  Lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra.
1084402,N03AE01,klonazepam,RIVOTRIL ,tableta,"blister, 30 po 2 mg","Galenika a.d. u saradnji sa F. Hoffmann-La Roche Ltd, Švajcarska",Republika Srbija,150.00,8 mg,20.00,50.00,,
1084255,N03AE01,klonazepam,KLONAZEPAM REMEDICA,tableta,"blister, 30 po 2 mg",Remedica Ltd.,Kipar,99.80,8 mg,13.31,50.00,,
1084070,N03AF01,karbamazepin,GALEPSIN,tableta," blister, 50 po 200 mg",Galenika a.d.,Republika Srbija,260.70,1 g,26.07,50.00,,
1084060,N03AF01,karbamazepin,KARBAPIN ,tableta,"blister,  50 po 200 mg",Hemofarm a.d.,Republika Srbija,260.70,1 g,26.07,50.00,,
3084532,N03AF01,karbamazepin,TEGRETOL,oralna suspenzija,"boca staklena, 1 po 250 ml (100 mg/5 ml)",Novartis Pharma GmbH ,Nema?ka,414.00,1 g,82.80,50.00,,Samo kod dece i osoba sa poreme?enim aktom gutanja.
1084530,N03AF01,karbamazepin,TEGRETOL CR ,film tableta sa modifikovanim osloba?anjem,"blister, 30 po 400 mg",Novartis Pharma Stein AG; Novartis  Farma S.P.A.,Švajcarska; Italija,484.10,1 g,40.34,50.00,,
1084351,N03AF01,karbamazepin,CARBAMAZEPINE-RETARD,tableta sa modifikovanim osloba?anjem,"blister, 30 po 400 mg",Remedica Ltd,Kipar,337.60,1 g,28.13,50.00,,
3084501,N03AG01,natrijum valproat,EFTIL,sirup,"bo?ica, 1 po 150 ml (50 mg/ml)","Hemofarm a.d. u saradnji sa Sanofi Winthrop Industrie, Francuska; Unither Liquid Manufacturing",Republika Srbija; Francuska,400.70,"1,5 g",80.14,50.00,,
1084500,N03AG01,"natrijum valproat, valproinska kiselina",EFTIL ,tableta sa produženim osloba?anjem ,"fiola, 30 po (333 mg + 145 mg)","Hemofarm a.d. u saradnji sa Sanofi Winthrop Industrie, Francuska; Sanofi Winthrop Industrie ",Republika Srbija; Francuska,342.90,"1,5 g",35.87,50.00,,
1084817,N03AG01,"valproinska kiselina, natrijum valproat",VALPROIX,tableta sa produženim osloba?anjem,"blister, 30 po (145 mg + 333 mg)",PharmaSwiss d.o.o.,Republika Srbija,342.90,"1,5 g",35.87,50.00,,
1084550,N03AX09,lamotrigin,LAMICTAL,tableta,"blister, 30 po 25 mg",GlaxoSmithKline Pharmaceuticals S.A.,Poljska,144.00,"0,3 g",57.60,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084551,N03AX09,lamotrigin,LAMICTAL,tableta,"blister, 30 po 50 mg",GlaxoSmithKline Pharmaceuticals S.A.,Poljska,307.70,"0,3 g",61.54,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084552,N03AX09,lamotrigin,LAMICTAL,tableta,"blister, 30 po 100 mg",GlaxoSmithKline Pharmaceuticals S.A.,Poljska,567.40,"0,3 g",56.74,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084827,N03AX09,lamotrigin,LAMOTRAL,tableta,"blister, 30 po 25 mg",Galenika a.d.,Republika Srbija,144.00,"0,3 g",57.60,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084826,N03AX09,lamotrigin,LAMOTRAL,tableta,"blister, 30 po 50 mg",Galenika a.d.,Republika Srbija,307.70,"0,3 g",61.54,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084825,N03AX09,lamotrigin,LAMOTRAL,tableta,"blister, 30 po 100 mg",Galenika a.d.,Republika Srbija,567.40,"0,3 g",56.74,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084080,N03AX09,lamotrigin,LAMAL,tableta,"blister, 30 po 25 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,144.00,"0,3 g",57.60,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
1084081,N03AX09,lamotrigin,LAMAL,tableta,"blister, 30 po 50 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,307.70,"0,3 g",61.54,50.00,"  1. Epilepsija  (G40-G41);
  2. Bipolarni poreme?aj (F31.7).","Za indikaciju pod ta?kom 1. lek se uvodi u terapiju za bolesnike sa epilepsijom  na osnovu  mišljenja neurologa ili neuropsihijatra ili pedijatra.
   Za indikaciju pod ta?kom 2. lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neurologa ili neuropsihijatra."
